,url,description,gpt3_description
5230,https://www.aljazeera.com/indepth/opinion/mainstream-analyses-upcoming-recession-wrong-190911120025001.html,"Yes, Trump's policies will cause a recession, but his tariffs are not the reason.","Yes, Trump's trade war with China is partly to blame for the upcoming recession. But there are other factors at play, too."
5231,https://www.bbc.co.uk/news/av/world-africa-49675176/mugabe-s-body-lies-in-state-zimbabweans-react,The body of the former Zimbabwean leader is lying in state at the Rufaro football stadium in Harare.,"The body of Robert Mugabe, Zimbabwe's first leader after independence, has been lying in state in the capital Harare. Thousands of people have been paying their respects, many of them weeping and singing."
5232,https://www.bbc.co.uk/sport/av/cricket/49679973,Ben Stokes departs for 20 after looping up an easy catch off Mitchell Marsh as Australia pick up a third wicket against England at The Oval.,Ben Stokes has been cleared of affray and is now available to play for England. The all-rounder was involved in a street brawl in Bristol in September 2017.
5233,http://www.bbc.co.uk/news/world-middle-east-49669939,"With airstrikes are targeting hospitals, they've been forced underground to survive.","With airstrikes from the US, UK, and France, Syria has been hit with more than 100 missiles. The strikes were in response to an alleged chemical weapons attack that killed dozens of people."
5234,https://www.cnn.com/2019/09/12/business/us-federal-deficit-august/index.html,"The US budget deficit widened to $1.067 trillion for the first 11 months of the fiscal year, an increase of 19% over this time last year, the Treasury Department reported Thursday.","The US federal deficit has grown to $867 billion in the 2019 fiscal year, according to the Treasury Department. This is the largest deficit since 2012, and it is largely due to President Trump's tax cuts and increased government spending."
5235,https://abcnews.go.com/Technology/wireStory/google-pays-france-billion-tax-fraud-case-65565083,Tech giant Google says it has paid over one billion dollars to French authorities to settle a years-long dispute over allegations of tax fraud,"Tech giant Google has agreed to pay nearly $1 billion to France to settle a years-long tax fraud case. The settlement, announced Thursday, comes as European authorities are stepping up their efforts to get tech companies to pay their fair share of taxes."
5236,https://uk.reuters.com/article/telecom-italia-saving-shares-idUKL5N26365E,"Telecom Italia (TIM) may resume discussions on a conversion of its savings shares into ordinary stock at a board meeting on Sept. 26, a source close to the situation said on Thursday.",Telecom Italia is looking to save money by reducing the number of shares it has on the market. The company plans to buy back 400 million euros worth of shares.
5237,https://www.businessinsider.com/obama-aides-called-elizabeth-warren-sanctimonious-narcissist-2019-9,"Sen. Elizabeth Warren and former President Barack Obama maintained a tumultuous and often testy relationship over the administration's handling of the last financial crisis, according to a new report in Politico magazine. In her capacity as a presidential can…","Sen. Elizabeth Warren has been called a ""sanctimonious narcissist"" by some of President Obama's former aides. The aides say that Warren was not a team player and was more interested in promoting herself than working with the rest of the administration."
5238,https://www.newsweek.com/msnbc-trump-block-specific-skin-color-us-1458967,The Trump administration is reportedly blocking citizens of the Bahamas from being granted temporary protective status following the devastation of Hurricane Dorian.,The Trump administration is reportedly considering a policy that would block people with a specific skin color from entering the United States. The policy is allegedly being considered in response to the recent influx of Central American migrants.
5239,https://www.cnn.com/2019/09/12/politics/liz-cheney-rand-paul-twitter-feud-afghanistan-cnntv/index.html,"Sen. Rand Paul and Rep. Liz Cheney are engaged in a tense war of words over the US presence in Afghanistan, with Paul, a Kentucky Republican, accusing Cheney of wanting to engage in ""endless wars"" and the Wyoming Republican calling Paul a ""big loser"" for his …","Sen. Rand Paul and Rep. Liz Cheney are feuding on Twitter over Paul's opposition to the Afghanistan War. Paul has accused Cheney of being ""pro-war"" and Cheney has accused Paul of being ""unpatriotic."""
5240,https://www.reuters.com/article/us-usa-funds-climatechange-idUSKCN1VX2FK,"Record heatwaves in Europe and Asia this summer are leading fund managers to buy shares of air conditioning manufacturers, betting that the public health risks of rising temperatures will compel businesses and apartment building owners to install cooling syst…","Record heatwaves in Australia and Europe this summer are providing a glimpse of what life on Earth could be like if greenhouse gas emissions are not reduced, according to a new study. The study found that if emissions are not reduced, the number of heatwaves will increase and they will become more intense."
5241,https://www.cbsnews.com/video/eye-opener-at-8-biden-and-warren-face-off-in-third-debate/,"A look back at what we've been covering on ""CBS This Morning.""","A look at the key moments from the third Democratic debate in Houston, where former Vice President Joe Biden and Sen. Elizabeth Warren of Massachusetts went head-to-head on issues like health care and trade."
5242,http://www.newsweek.com/marianne-williamson-hot-mic-fox-news-nicer-lefties-1458947,"""What does it say that the conservatives are nicer to me?"" the Democratic presidential candidate asked.","What does Marianne Williamson have to say about being ""nicer"" to those on the other side of the political aisle? In an interview with Fox News, Williamson said that the left needs to be ""nicer"" to those on the right, and that the right needs to be ""nicer"" to"
5243,https://www.nytimes.com/2019/09/12/us/politics/trump-impeachment-hearing.html,"The House Judiciary Committee was considering rules for what it is calling an impeachment inquiry, pushing past divisions in a bid to strengthen its hand in investigating President Trump.",The House Judiciary Committee will hold a hearing on Wednesday to discuss the findings of the Mueller report and whether they believe President Trump has committed impeachable offenses. The hearing will feature four legal experts who will testify about the report.
5244,https://www.aljazeera.com/indepth/interactive/2019/09/forced-measuring-scale-conflict-south-sudan-190912060332238.html,We used a mobile phone survey to gather information and quantify the scale of the conflict in South Sudan.,We used a new data-driven approach to map the scale and spread of violence in South Sudan. Our findings show that the conflict has been far more widespread and intense than previously thought.
5245,https://www.newsweek.com/vaping-ban-ice-custody-more-deaths-1458995,"Eight people have died in ICE custody so far this year, compared to six deaths attributed to e-cigarette use.","Eight people have died from vaping-related illnesses in ICE custody, leading the agency to ban e-cigarettes. The decision comes as the CDC investigates more than 1,000 cases of lung injuries linked to vaping."
5246,https://abcnews.go.com/US/wireStory/thc-gummies-school-woman-11-year-daughter-charged-65567159,"A 30-year-old Louisiana woman is accused of making THC-laced gummy candies, and her 11-year-old daughter is accused of giving them to other students at her school","A 30-year-old woman in Florida has been charged with child neglect after her 11-year-old daughter was found with THC gummies at school. The girl told police that she got the gummies from her mother, who said she uses them for ""medical purposes."""
5247,https://www.bbc.co.uk/sport/av/football/49674967,"Tottenham manager Mauricio Pochettino says midfielder Christian Eriksen is ""happy"" at the club after missing out on a summer transfer.","Tottenham manager Mauricio Pochettino has said that his side's 2-2 draw with Arsenal was a ""massive step"" towards qualifying for the Champions League. He also praised the character of his team, who came from behind to earn a point."
5248,https://www.cbsnews.com/video/why-biden-has-to-right-the-ship-during-third-democratic-debate/,"Democratic front-runners Joe Biden and Elizabeth Warren will face off for the first time in a presidential debate Thursday night. Ten of the 2020 candidates will take the stage in Houston for the third Democratic presidential debate, which will highlight comp…","Democratic front-runners Joe Biden and Kamala Harris went head-to-head on the debate stage over issues of race and busing. Biden defended his record on civil rights, while Harris called out his past opposition to busing."
5249,https://www.cnn.com/2019/09/12/business/old-navy-stores-gap-athleta/index.html,"Old Navy outlined plans Thursday to open 800 new stores, its first major announcement since the Gap, its parent company, announced it would spin off the lower-priced brand.",Old Navy is a clothing company owned by Gap Inc. They are planning to close some of their stores and convert them into Athleta stores.
5250,https://www.wsj.com/articles/preliminary-report-on-conception-boat-fire-concludes-crew-was-asleep-when-fire-began-11568313885?mod=hp_lead_pos7,"Federal authorities provide few answers, but highlight the many questions still remaining after blaze killed 34",Federal authorities have released a preliminary report on the fire that occurred on the Conception boat. The report concludes that the crew was asleep when the fire began.
5251,https://www.nytimes.com/2019/09/12/world/europe/no-deal-brexit-impact.html,"While Prime Minister Boris Johnson has minimized the potential damage of a no-deal Brexit, an internal document describing the government’s contingency plans warns of many of the same dislocations the critics have talked about.","While Prime Minister Boris Johnson of Britain has insisted that a “no-deal” Brexit would be “vanishingly inexpensive,” the reality is that it would be costly and disruptive, especially for businesses and consumers in Britain."
5252,https://abcnews.go.com/US/wireStory/suspect-florida-stabbings-worried-fired-65564982,Authorities say a Florida man was apparently concerned about getting fired when he stabbed five people with a knife shortly after an argument with his supervisor,Authorities say a man accused of going on a stabbing rampage at a Florida business was worried he would be fired and had been sending text messages to a friend saying goodbye.
5253,https://www.bbc.co.uk/news/uk-england-somerset-49673561,"Standing at 656ft (250m) tall, Big Carl is due to be in the west country for the next four years.","Standing at 26ft high and weighing in at 10 tonnes, the statue of a girl in a headscarf is hard to miss. The sculpture, named A Moment of Hope, was created by artist Mark Humphrey and installed in the English town of Frome in March 2019."
5254,https://www.aljazeera.com/news/2019/09/australia-pm-pursuing-cases-citizens-detained-iran-190912024954602.html,Two of the three detained Australians were arrested 10 weeks ago after allegedly flying a drone in Iran without permit.,"Two of Australia's citizens have been detained in Iran, and Prime Minister Scott Morrison is working to secure their release. The detainees are believed to be a married couple who were traveling in Iran."
5255,https://abcnews.go.com/Business/wireStory/senate-approves-trump-nominee-bowman-federal-reserve-65567775,"Get breaking national and world news, broadcast video coverage, and exclusive interviews. Find the top news online at ABC news.","Get breaking news on the Senate's approval of President Trump's nominee for the Federal Reserve, Jerome Powell. Powell is a current member of the Federal Reserve Board of Governors."
5256,https://www.cbsnews.com/news/massive-medicare-fraud-offering-free-genetic-cancer-testing-may-cost-taxpayers-millions/,"One couple was promised their DNA test results in 4-6 weeks. Nearly a year later, they've received nothing but massive charges to their Medicare account.",One couple was able to bilk Medicare out of $1.2 million by offering free genetic cancer testing. The couple was able to submit false claims for the tests and pocket the money.
5257,https://www.cbsnews.com/news/house-approves-bill-to-permanently-bar-oil-drilling-off-atlantic-and-pacific-coasts/,Lawmakers said the bills would protect U.S. coasts from drilling that can pollute crucial waters — and lead to disasters such as the 2010 BP spill in the Gulf of Mexico,Lawmakers said the measure is necessary to protect coastal economies and ecosystems. The bill would permanently ban oil and gas drilling in waters off the Atlantic and Pacific coasts.
5258,https://www.cbsnews.com/video/eye-opener-the-trump-administration-moves-to-ban-most-flavored-e-cigarettes/,"President Trump proposes a ban on most flavored vaping products. Also, 23 states have reached a tentative settlement with OxyContin maker Purdue Pharma over the nation’s opioid crisis. All that and all that matters in today's Eye Opener. Your world in 90 seco…",President Trump is taking action to ban most flavored e-cigarettes after a surge in youth vaping. The FDA will finalize the ban in the coming weeks.
5259,https://www.businessinsider.com/expectations-of-andrew-yang-have-doubled-since-last-debate-2019-9,"A new Insider poll found Democratic voters' confidence in Andrew Yang 's debate performance has doubled since the last debate. By proportion, that's the most significant boost out of all the 2020 contenders between July's pre-debate polling and now. Yang and …",A new poll shows that Andrew Yang's support has more than doubled since the last debate. The poll also found that Yang is the only candidate with a net positive favorability rating.
5260,https://www.cbsnews.com/news/epa-to-announce-repeal-of-obama-era-clean-water-regulation/,The 2015 rule spells out protections for large and small U.S. bodies of water. Environmentalists fear its replacement could result in more pollution,The 2015 Clean Water Rule was established to protect small streams and wetlands from development and pollution. The EPA is now proposing to repeal the rule.
5261,https://disneyparks.disney.go.com/blog/2019/09/get-in-the-holiday-spirit-with-this-super-cute-digital-wallpaper-from-disney-cruise-line/,It’s never too early to get into the holiday spirit! Disney Cruise Line just released a super cute digital wallpaper that depicts the tropical celebration you can have when you set sail on one of our Very Merrytime Cruises this winter. Not only do these cruis…,It’s never too early to start getting into the holiday spirit! This digital wallpaper from Disney Cruise Line is the perfect way to do it. It’s super cute and will get you excited for the holidays.
5262,https://abcnews.go.com/US/1300-registered-unaccounted-bahamas-aftermath-hurricane-dorian/story?id=65562278,Dorian struck the Bahamas on Sept. 2 at as Category 5 hurricane,"Dorian struck the Bahamas as a category 5 hurricane on September 1, 2019. The hurricane caused widespread damage and left over 1,300 people unaccounted for."
5263,http://feeds.reuters.com/~r/reuters/topNews/~3/ymPWvr703w4/exclusive-ahead-of-trade-talks-china-makes-biggest-u-s-soybean-purchases-since-june-traders-idUSKCN1VX2ER,"Privately run Chinese firms bought at least 10 boatloads of U.S. soybeans on Thursday, the country's most significant purchases since at least June, traders said, ahead of high-level talks next month aimed at ending a bilateral trade war that has lasted more …","Privately run Chinese firms have made the biggest purchases of U.S. soybeans since June, two traders with direct knowledge of the deals said, ahead of high-level trade talks between the two countries this month."
5264,https://www.newsweek.com/ring-fit-adventure-nintendo-switch-release-date-price-trailer-1458949,Enter Adventure mode or any of the minigames to help you exercise.,"Enter Adventure: In ""Ring Fit Adventure"" for the Nintendo Switch, players explore an fantastical world and battle enemies using real-life exercises. The game launches on October 18."
5265,https://www.nytimes.com/2019/09/12/fashion/big-fashion-books-of-fall.html,"You may not get a front-row seat at the shows, but these glossy tomes could be the next best thing.",You may be surprised to learn that some of the biggest fashion houses are releasing books this fall. The books range from history lessons to photo-filled tomes and even a coloring book.
5266,https://www.reuters.com/article/us-cuba-cryptocurrency-idUSKCN1VX2H0,"Jason Sanchez, 35, was able to start buying spare parts online last year for his cellphone repair shop in Havana thanks to the advent of cryptocurrency trading in Communist-run Cuba.","Jason Sanchez, a 21-year-old Cuban, has started a cryptocurrency exchange in Havana, one of the first in the country. He is hoping to take advantage of the economic reforms taking place on the island."
5267,https://www.cbsnews.com/news/publix-open-carry-states-retailers-ask-customers-not-to-carry-guns-into-stores-walmart-wegmans-walgreens-kroger-cvs/,A growing number of big retail chains are requesting that customers leave their firearms behind,"A growing number of retailers are asking customers not to bring guns into their stores, even in states where open carry is legal. The retailers include Walmart, Wegmans, Walgreens, Kroger and CVS."
5268,https://www.reuters.com/article/us-lebanon-economy-sanctions-idUSKCN1VX2E1,"Future U.S. sanctions could target allies of Hezbollah in Lebanon, extending beyond direct affiliates of the Iran-backed Shi'ite Muslim group, a U.S. envoy said on Thursday.",The article discusses how the U.S. is preparing to sanction Lebanon over its alleged ties to Hezbollah. The U.S. is reportedly working with allies to put together a package of economic sanctions that would target Hezbollah's financial operations.
5269,https://abcnews.go.com/Entertainment/wireStory/die-premiere-opera-philadelphias-annual-fest-65566687,"Get breaking national and world news, broadcast video coverage, and exclusive interviews. Find the top news online at ABC news.",Get breaking news on opera in Philadelphia. The Philadelphia Opera Company is the city's premiere opera company and is celebrating its 75th anniversary.
5270,https://www.irishtimes.com/business/economy/ecb-cuts-key-interest-rate-to-record-low-of-0-5-1.4016077,Bond purchases will be restarted as part of stimulus package,The European Central Bank has cut its key interest rate to a record low of 0.5% in an attempt to support the eurozone economy. The ECB also announced that it would restart its bond-buying program.
5271,https://www.newsweek.com/7-best-places-new-york-literature-lovers-1458990,The Big Apple is awash in the ink of literature and these are the best places to visit for avid readers.,"The Big Apple is a great place for literature lovers. With so many different places to explore, there is something for everyone. From the world-renowned museums to the many different bookstores, there is something for everyone in New York."
5272,https://www.bbc.co.uk/programmes/w172wy0hnn878j0,The latest five minute news bulletin from BBC World Service.,"The latest episode of the BBC's ""The Food Chain"" podcast features an interview with chef and restaurateur Heston Blumenthal. Blumenthal discusses his approach to food and cooking, and how he has been able to create some of the world's most iconic dishes."
5273,https://ca.reuters.com/article/topNews/idCAKCN1VX2DW-OCATP,"A Texas grand jury on Thursday indicted a man accused of killing 22 people in a shooting at Walmart in El Paso, Texas in August who according to authorities said that he was targeting Mexicans, local media reported.","A Texas jury on Wednesday sentenced a white former Dallas police officer to 10 years in prison for fatally shooting an unarmed black man in his own apartment last year in a case that stirred racial tensions. The shooting of Botham Jean by Amber Guyger, who said she mistook his apartment for her own, occurred about"
5274,https://www.irishtimes.com/opinion/channelling-clara-frank-mcnally-on-the-story-of-a-celebrity-german-piano-in-donegal-1.4016347,"In the great Gershwin jazz opera Porgy and Bess, it’s one of the supporting characters – Clara – who gets to sing the stand-out song. She was present in spirit at a packed National Concert Hall on Wednesday night, when the RTÉ Concert Orchestra presented a li…","In the article, the author tells the story of a German piano that was brought to Donegal by a celebrity. The piano has been in the family for generations and is now being passed down to the author's daughter."
5275,https://www.businessinsider.com/apple-iphone-11-preorder-deals-price-verizon-t-mobile-2019-9,"Apple's iPhone 11, iPhone 11 Pro, and iPhone 11 Pro Max will be available for preorder starting on Friday. You can preorder the phones through Apple, third-party retailers, and carriers, and some stores are offering special promotions. Visit Business Insider'…",Apple's iPhone 11 is now available for preorder from carriers Verizon and T-Mobile. The new iPhone 11 starts at $699 and is available in six colors.
5276,https://www.businessinsider.com/t3-hair-rollers-review,"I tried the T3's Volumizing Hair Rollers ($99) as a fast, easy way to get a blowout look without the time commitment, salon expense, or heat damage. Celebrity hairstylist Laura Polko used these hair rollers to c reate Gigi Hadid's 2018 Met Gala look, so I ask…","I tried the T3 Whirl Trio Interchangeable Styling Wand, and it was a great experience. The wand comes with three different barrels – a 1-inch barrel, a 1.25-inch barrel, and a 1.5-inch barrel – which you can interchange to create different styles"
5277,https://www.newsweek.com/police-1458860,"Police in Long Beach, California are renegotiating their contracts, and one provision would require the city to tell officers when someone requests their public records.","Police in the United States are facing an ""identity crisis"" as the public increasingly questions their tactics and behavior, according to a new report. The report, released by the Police Executive Research Forum, a Washington, D.C.-based think tank, surveyed nearly 8,000 police officers and found that nearly"
5278,https://www.newsweek.com/national-video-games-day-top-10-best-game-2019-1458979,"From 'Kingdom Hearts 3' to 'Trover Saves The Universe,' here are the games we enjoyed the most.","From ""Kingdom Hearts III"" to ""Resident Evil 2,"" these are the best video games of 2019, according to Newsweek."
5279,https://in.reuters.com/article/us-usa-courts-secrecy-unseal-idINKCN1VX2IZ,"Reuters asked a U.S. judge on Thursday to unseal documents filed in court regarding potential risks associated with Propecia, Merck & Co's popular baldness drug.",Reuters asked a federal appeals court on Tuesday to unseal documents related to a criminal case stemming from an insider trading probe of the hedge fund SAC Capital Advisors.
5280,https://www.bbc.co.uk/sport/cricket/49675791,Lancashire beat Derbyshire by an innings to win promotion back to Division One with two games to spare.,"Lancashire beat Yorkshire by four wickets in the Roses match at Old Trafford to go top of the County Championship.

Lancashire's Haseeb Hameed and Keaton Jennings both made half-centuries as they chased down Yorkshire's total of 246."
5281,https://www.cnn.com/2019/09/12/politics/omarosa-manigault-newman-lawsuit/index.html,Former White House staffer Omarosa Manigault Newman has filed a motion to dismiss the US government's lawsuit against her for failing to file a financial disclosure report.,"Former White House aide Omarosa Manigault-Newman is suing President Donald Trump's campaign, alleging she was not paid for her work after she was fired. Manigault-Newman is seeking $1.5 million in the suit."
5282,https://www.wsj.com/articles/when-wall-street-flips-municipal-bonds-towns-and-schools-pay-the-price-11568302887?mod=hp_lead_pos5,"A Journal analysis of trading data suggests new bonds often are underpriced, which means taxpayers will pay more in interest","A Journal article discusses how when Wall Street investors bet against municipal bonds, the towns and schools who issue the bonds have to pay the price. The article cites examples of how this has happened in the past and the devastating effects it can have on small communities."
5283,https://uk.reuters.com/article/us-usa-trade-china-soybeans-idUKKCN1VX2ER,"Chinese importers bought at least 10 boatloads of U.S. soybeans on Thursday, their most significant purchases since at least June, traders said, ahead of high-level talks next month aimed at ending a bilateral trade war that has lasted more than a year.",Chinese importers are buying more U.S. soybeans as the trade war between the two countries continues. The move could help ease tensions between the two countries.
5284,https://www.newsweek.com/remembering-9-11-service-dogs-new-hampshire-man-pays-tribute-search-rescue-canines-viral-1458853,"""It's just nice to hear these individual stories,"" Andrew Schatz tells Newsweek. ""It brings people together.""",It's just a short article about a man in New Hampshire who is paying tribute to the search and rescue dogs who worked during 9/11. He is doing this by creating a monument in their honor.
5285,https://www.cbsnews.com/video/the-legacy-of-the-911-terror-attacks/,"In an exclusive interview with ""CBS Evening News"" anchor Norah O'Donnell, former Homeland Security Secretaries Jeh Johnson, Michael Chertoff and Janet Napolitano reflected on the impact of 9/11 and the greatest threats to national security 18 years later.","In an emotional video, CBS News takes a look back at the terrorist attacks of September 11, 2001 and the legacy left behind. Through interviews with survivors, first responders, and family members of those lost, the video highlights the strength and resilience of the American people."
5286,https://www.bbc.co.uk/programmes/p07n56j5,"Britain's PM spoke after Scotland's highest civil court ruled shutdown was unlawful. The power to suspend - or prorogue - Parliament lies with the Queen, who follows advice of the PM. Also, how Syrian doctors in Idlib have moved underground to escape airstrik…","Britain's PM Theresa May has said she will not be ""derailed"" from delivering Brexit, despite calls for her to resign. Mrs May was speaking after a meeting of her cabinet, which was dominated by discussion of the UK's future relationship with the EU."
5287,https://www.nytimes.com/2019/09/12/world/middleeast/fact-checking-trump-taliban.html,"A survey of military operations seems to indicate that, at best, the president is exaggerating the pace of current operations, even if they have increased in recent weeks.",A survey of fact-checking organizations finds that President Trump's statements on the Taliban and Afghanistan are mostly false or misleading. The organizations also found that the president has a history of making false or misleading statements about the Taliban and Afghanistan.
5288,https://www.cnn.com/2019/09/12/us/el-paso-shooting-suspect-indicted-capital-murder/index.html,"The man accused of opening fire in an El Paso, Texas, Walmart, killing 22 people and wounding several others, has been indicted on a capital murder charge, the El Paso County District Attorney's Office said following the grand jury's Thursday decision.","The man accused of carrying out a mass shooting at a Walmart in El Paso, Texas, that left 22 people dead has been indicted on a capital murder charge, the El Paso County District Attorney's Office said Thursday."
5289,https://abcnews.go.com/Entertainment/wireStory/banderas-drew-heart-attack-emotions-film-65565477,"Antonio Banderas says his emotional state from having a heart attack a few years ago influenced his award-winning performance in Pedro Almodóvar's film ""Pain and Glory""","Antonio Banderas says he had a heart attack earlier this year, but didn't realize it at the time because he thought the pain was from an intense emotional scene he was filming."
5290,https://www.bbc.co.uk/sport/football/49584427,Vivianne Miedema scores two and sets up a third as Arsenal outclass Fiorentina 4-0 in their Women's Champions League last 32 first leg tie.,Vivianne Miedema is a Dutch professional footballer who plays as a striker for Arsenal Women. She is the all-time leading goalscorer for the Netherlands women's national team.
5291,https://www.irishtimes.com/news/world/uk/ignoring-law-around-no-deal-brexit-a-non-starter-warns-bercow-1.4016437,Commons speaker John Bercow has warned Boris Johnson that parliament will not allow the UK to leave the European Union without a deal unless MPs explicitly vote for it. And he said it was astonishing that anyone in government would consider that the prime min…,"Commons speaker John Bercow has warned that any attempt by the government to ignore the law and push through a no-deal Brexit would be a ""non-starter"". He said that any such attempt would be met with ""the full force of the opposition"" and would be ""utterly and totally opposed"
5292,https://www.reuters.com/article/iag-british-airways-strike-idUSL5N2636CH,British Airways said on Thursday it is cancelling some flights scheduled for Sept. 27 when its pilots are due to hold another strike.,"British Airways is set to face its first pilot strike in decades after last-ditch talks failed to resolve a pay dispute, the British Airline Pilots Association (BALPA) said on Tuesday.

The walkout, set for Sept. 9, would coincide with a planned five-day strike"
5293,https://www.cbsnews.com/news/bob-hearts-abishola-billy-gardell-on-exploring-immigrant-life-i-go-home-very-proud-every-day/,"""We've been finding moments of connection that I think are very important right now,"" Billy Gardell says",We've been exploring immigrant life through the eyes of Bob Hearts Abishola. Billy Gardell talks about how the show goes home very proud every day.
5294,http://www.newsweek.com/facebook-libra-cryptocurrency-europe-block-france-bruno-le-maire-libra-association-1458927,"""I want to say this with a lot of clarity: In these conditions, we cannot authorize the development of Libra on European soil,"" French Finance Minister Bruno Le Maire said during a blockchain...","I want to know more about Facebook's new cryptocurrency, Libra. I also want to know more about the Libra Association, which is made up of Facebook and other companies."
5295,https://www.irishtimes.com/							/culture/books/danielle-mclaughlin-wins-30-000-sunday-times-audible-short-story-award-1.4016029	,"Win caps rich year for Cork author after $165,000 Windham-Campbell Prize in March","Win caps a successful year for Irish author Danielle McLaughlin, who has been awarded the Sunday Times Audible Short Story Award for her story ""Oysters"". The €30,000 prize is the richest award for a single short story in the world."
5296,https://www.cnn.com/2019/09/12/politics/andrew-yang-democrats-2020/index.html,"A viral crowd surfing video. A massive -- and growing -- online support network. Steady polling progress. And a promise of ""something big in store"" for Thursday night's Democratic presidential debate.","A viral candidate for the 2020 U.S. Presidential Election, Andrew Yang, is gaining popularity among Democrats. His policies focus on universal basic income and job creation in the face of automation."
