,url,description,gpt3_description
40,https://www.cbsnews.com/news/vp-mike-pence-defends-decision-to-stay-at-trump-doonbeg-property-in-ireland/,"Pence's chief of staff Marc Short said that the decision to stay at Trump International Golf Links in Doonbeg was made at the president's ""suggestion""","Pence's chief of staff, Marc Short, said the vice president's decision to stay at Trump's property in Doonbeg, Ireland, was ""logistical"" and not political. Short said Pence is ""aware of the optics"" but that Trump's offer to let him stay at the resort was"
41,https://www.businessinsider.com/private-equity-giant-carlyle-agrees-to-buy-majority-stake-in-hirevue-2019-9,"Private equity giant The Carlyle Group said on Tuesday it agreed to buy a majority stake in HireVue, a company that makes video and AI software for employers to screen job applicants. Carlyle can provide HireVue access to its technology advisers and introduct…","Private equity giant Carlyle has agreed to buy a majority stake in HireVue, a provider of video interviewing and assessment tools. The move will help Carlyle expand its portfolio of HR technology investments."
42,https://www.irishtimes.com/opinion/at-the-border-cross-frank-mcnally-on-the-stresses-of-driving-through-the-former-yugoslavia-1.4006681,"On a family road trip through the former Yugoslavia recently, we got used to crossing international borders, some less eventfully than others. The mountain pass that took us from Croatia into Bosnia-Herzegovina, for example, was so devoid of traffic as to mak…","On a recent trip to the former Yugoslavia, Frank McNally found himself feeling stressed out while driving through the border region. He attributes this to the fact that the region is still in a state of flux, with many different ethnic groups and nationalities living in close proximity to one another."
43,https://ca.reuters.com/article/sportsNews/idCAKCN1VO1ZO-OCASP,Holders United States ground out a dramatic 93-92 overtime win against Turkey in the basketball World Cup while Canada were knocked out after a 92-69 drubbing by Lithuania on Tuesday.,"This article is about Manchester United's victory over Watford in the Premier League. United's win keeps them in second place in the league, behind Liverpool."
44,https://www.nytimes.com/2019/09/03/arts/music/justin-bieber-drug-use-instagram.html,"In a lengthy, emotional message on Instagram, the pop star said being overwhelmed with praise as a child led him to make “terrible decisions.”","In a recent Instagram post, Justin Bieber opens up about his struggles with drug abuse and how he is working to overcome them. The post has received a lot of support from fans and celebrities alike."
45,https://www.newsweek.com/alyssa-milano-gets-slammed-saying-shes-fighting-all-americans-rights-1457443,"""I'm fighting for you, too. That you might be free to be you.""","Alyssa Milano is receiving backlash for a tweet in which she said ""I'm fighting for your right to vote."" Some are accusing her of being tone deaf, as many Americans are currently fighting for their lives amid the coronavirus pandemic."
46,http://www.bbc.co.uk/news/uk-politics-49573138,MPs aiming to block no deal have passed the first hurdle towards introducing a bill to delay Brexit.,"MPs are aiming to take control of the Brexit process from the government on Tuesday, in an attempt to break the impasse over the UK's withdrawal from the EU. The move comes as Prime Minister Theresa May is facing growing pressure from within her own party to resign."
47,https://www.wsj.com/articles/phones-buzz-in-classwith-texts-from-mom-and-dad-11567503003,Schools are instituting phone bans to cut down on classroom distractions; ‘My mother texts me all the time’,"Schools are struggling to deal with the influx of phone calls and texts from parents during class time. Many parents see it as a way to stay involved in their child's education, but teachers say it's disruptive and takes away from instruction time."
48,http://feeds.reuters.com/~r/reuters/topNews/~3/18xT7KQcQQ8/u-s-judge-says-opioid-litigation-can-proceed-toward-trial-idUSKCN1VO2AS,"A U.S. judge on Tuesday rejected efforts by drugmakers, distributors and pharmacies to dismiss claims that they caused the nation's opioid crisis, clearing the way for a scheduled landmark trial even as he pushes for a nationwide settlement.","A U.S. judge on Tuesday denied a motion by drugmakers and distributors to dismiss a lawsuit by two Ohio counties accusing them of fueling the opioid epidemic, clearing the way for the case to go to trial. The judge also said the case could be expanded to include claims by all Ohio counties."
49,https://www.cbsnews.com/video/hurricane-dorian-stalls-off-florida-coast/,"Hurricane Dorian, now a Category 2, has stalled about 100 miles off Florida's Atlantic coast. The storm battered the Bahamas as a Category 5. CBS News climate and weather contributor Jeff Berardelli joined CBSN to discuss what sets this storm apart.","Hurricane Dorian has stalled off the Florida coast after making landfall in the Bahamas. The hurricane is expected to move up the coast of Florida, Georgia and the Carolinas in the coming days."
50,https://www.newsweek.com/hurricane-dorian-flight-cancellations-airports-1457440,Nearly half of the canceled flights were planned to go to or leave from Orlando International Airport.,Nearly half of all flights in and out of Florida have been cancelled in anticipation of Hurricane Dorian. The Category 5 hurricane is expected to make landfall in the state on Monday.
51,https://www.cnn.com/travel/article/prince-harry-sustainable-travel-scli-intl/index.html,"Prince Harry, the Duke of Sussex, has launched a global sustainable travel initiative, hot on the heels of criticism over his use of private jets when taking vacations.","Prince Harry is advocating for sustainable travel. He believes that by making small changes, we can all help reduce our carbon footprints."
52,https://www.cbsnews.com/video/62000-people-in-the-bahamas-dont-have-access-to-fresh-water-after-dorian-red-cross-says/,"Hurricane Dorian is just starting to inch toward the northwest at one mile per hour after stalling over the Bahamas. The storm is a Category 3, with winds moving at 120 miles per hour. And according to the International Red Cross, 62,000 people on Abaco and G…","62,000 people in the Bahamas are without access to clean water after Hurricane Dorian, the Red Cross says. The organization is working to provide clean water to those affected."
53,https://abcnews.go.com/US/chinese-deepfake-app-zao-fire-privacy-concerns/story?id=65356375,"The app, Zao, came under fire over privacy concerns. Users can upload an image of their face to seamlessly swap it for a celebrities.","The app, Zao, allows users to superimpose their faces onto scenes from popular movies and TV shows. The app has come under fire for privacy concerns, as it requires users to grant the app access to their photos and videos."
54,https://www.wsj.com/articles/streaming-services-draw-new-subscribers-with-old-time-rock-n-roll-11567517953,"Spotify, Amazon Music and Pandora all have recently installed new hires to promote older tunes","Spotify, Amazon and other streaming services are seeing an increase in subscribers due to the popularity of old time rock n' roll. The article discusses how these streaming services are giving people what they want, when they want it."
55,https://www.cnn.com/2019/09/03/investing/dow-stock-market-today/index.html,The Dow and the broader stock market are headed lower on Tuesday. Investors' sentiment soured after US tariffs on Chinese imports came into effect over the weekend. Fresh concerns about Brexit are also keeping global markets lower.,"The Dow is up today as stock market investors are optimistic about the U.S. economy. The Dow is currently at 27,362.14, up from yesterday's close of 27,219.85."
56,https://www.cnn.com/2019/09/03/politics/joe-biden-campaign-iowa-long-primary/index.html,"Former Vice President Joe Biden is preparing for a lengthy Democratic primary battle despite his status as the front-runner in national polls, senior campaign aides said Tuesday.","Former Vice President Joe Biden is set to launch his 2020 presidential campaign in Iowa on Thursday, beginning a long and likely contentious primary battle for the Democratic nomination. Biden, 76, is entering the race as the clear front-runner, with the best name recognition and fundraising ability in the field."
57,https://www.cnn.com/2019/09/03/media/att-john-stankey/index.html,"AT&T announced two promotions on Tuesday that place John Stankey, the CEO of its subsidiary WarnerMedia, firmly in line to succeed the wireless giant's CEO, Randall Stephenson.","AT&T announced that John Stankey will become the new CEO of WarnerMedia, effective immediately. Stankey has been with AT&T for 35 years and has been credited with helping the company acquire and integrate DirecTV."
58,https://www.cnn.com/2019/09/03/health/leading-cause-of-death-cancer-heart-disease-study/index.html,"Cancer deaths are now more common than those from cardiovascular disease in these high-income and middle-income countries: Sweden, Canada, Chile, Argentina, Poland and Turkey, according to a new study. The United States could be next.","Cancer deaths have surpassed heart disease as the leading cause of death in the United States, according to a new study. The study found that cancer death rates have been declining since 1991, while heart disease death rates have been stable."
59,https://ca.reuters.com/article/businessNews/idCAKCN1VO25S-OCABS,"Air Canada has challenged Onex Corp's proposed acquisition of WestJet Airlines , on grounds that the deal may not meet the country's ownership rules, according to a letter sent by the carrier to the Canadian Transportation Agency.","Air Canada is one of the largest airlines in the world and it is headquartered in Montreal, Canada. The company has a fleet of over 175 aircraft and flies to over 350 destinations."
60,https://www.newsweek.com/young-hondurans-turned-back-u-s-border-struggling-survive-1456820,"""Trump is right because there are just so many people trying to make it to the U.S., but where would the U.S. be if it weren't for Latinos?"" says 25-year-old Cristian Betancourt.","Trump is turning away young Hondurans who are struggling to survive. These kids are forced to fend for themselves, and many don't make it."
61,https://www.reuters.com/article/us-bangladesh-rohingya-idUSKCN1VO1WQ,"Bangladesh's telecom regulatory authority on Tuesday ordered mobile phone operators to partially block high-speed data services to areas where Rohingya refugees are living in sprawling camps, citing security concerns following recent violence in the area.","Bangladesh's telecom regulator has ordered mobile phone operators to block internet services in areas near the border with Myanmar to stop ""rumors"" being spread about the Rohingya crisis.

The decision comes after days of unrest in Myanmar's Rakhine state, where a military crackdown has forced more than 400,"
62,https://www.businessinsider.com/how-to-restart-xbox-one,"You can restart an Xbox One if you want to fix any bugs or glitches with the console. There are multiple ways to run a power off and on cycle on an Xbox One, including a forced manual shutdown. Restarting or powering an Xbox One off will not erase games or sa…","You can restart your Xbox One by pressing and holding the power button for 10 seconds. If you're having trouble restarting your Xbox One, you can try resetting it to factory settings."
63,https://www.wsj.com/video/oldest-most-strategic-us-base-for-deterring-north-korea-shuts-down/10D405D9-3DA4-4853-9563-1E91D629D3CE.html,"After more than 60 years, the U.S. is closing a military base in Seoul that has kept the region safe from North Korean threats. WSJ explores the historic complex and meets the people who have called it home for years. Video: Clément Bürge. Image composite: Cr…","After more than 60 years in operation, the United States Army's DMZ Broadcasting and Propaganda Service—the American Forces Korea Network—has ceased its broadcasts into North Korea. The network's mission was to deter North Korea with a mix of news, sports and propaganda, but it was unable to keep up with"
64,https://www.businessinsider.com/harry-potter-fantastic-beasts-pottery-barn,"Harry Potter fans will want to check out the new Fantastic Beasts line available from Pottery Barn Teen. While these items are meant for the teen set, there are many items that adults will love. This eclectic collection really does bring a bit of magic in you…","The article is about the new Harry Potter line at Pottery Barn. The line includes items such as bedding, rugs, and decor inspired by the Harry Potter series."
65,https://www.aljazeera.com/news/2019/09/hong-kong-targets-pro-democracy-activists-protests-190903051802721.html,"Three leaders, including Demosisto's Ivan Lam, among hundreds detained since mass protests began three months ago.",Three leaders of Hong Kong's pro-democracy movement have been arrested on charges of conspiracy to commit subversion. The arrests come as the city is preparing for more protests against the government.
66,https://www.nytimes.com/2019/09/03/well/live/is-dying-at-home-overrated.html,"A palliative care physician struggles with the complex realities of dying at home, and the unintended consequences of making it a societal priority.","A palliative care doctor argues that dying at home is not always the best option, despite what patients and their families may want. He argues that in some cases, it is better for the patient to die in a hospital."
67,https://www.nytimes.com/2019/09/03/world/asia/nie-yuanzi-dead.html,"She helped write a vitriolic “big-character poster” that won Mao’s blessing. For the rest of her life, she wrestled with the fame and infamy that followed.","She helped lead the Tiananmen Square protests in 1989 and became an international symbol of the fight for democracy in China. Nie Yuanzi, who has died at the age of 69, was a professor at Beijing Normal University."
68,https://www.newsweek.com/oklahoma-trevor-pearson-cupcake-misdemeanor-assault-charge-driver-garvin-county-district-court-1457306,"Trevor Pearson, 31, of Lexington, was left facing a misdemeanor assault charge in the Garvin County District Court this week after the incident, which occurred in May.","Trevor Pearson was charged with a misdemeanor assault after allegedly throwing a cupcake at a driver in Oklahoma. The driver, who was not injured, reported the incident to the police."
69,https://www.businessinsider.com/amazons-positioning-itself-to-steal-sales-on-competing-pages-2019-9,"This is an excerpt from a story delivered exclusively to Business Insider Intelligence Payments & Commerce subscribers. To receive the full story plus other insights each morning, click here. Amazon is displaying its own private-label products on competing pr…",This is an article about how Amazon is positioning itself to steal sales from competing pages. The company is reportedly testing a new feature that would allow it to show up as a search result on other websites.
70,https://www.reuters.com/article/us-sprint-m-a-tmobile-illinois-idUSKCN1VO27L,"Illinois has joined a multistate lawsuit aimed at stopping the merger of U.S. wireless carriers T-Mobile US Inc and Sprint Corp , the New York attorney general's office, which is leading the effort along with California, said Tuesday.",Illinois has approved a $115 million tax break for T-Mobile US Inc as the company plans to build a new data center in the state. The tax break is part of a $674 million incentive package that T-Mobile has agreed to in order to get the state's approval for its merger with Sprint
71,https://www.cbsnews.com/news/stock-market-today-drop-on-manufacturing-sector-shrink/,A measure of manufacturing activity last month fell to a 3-year low — and this was before tariffs went into effect,"A measure of U.S. manufacturing activity unexpectedly shrank in September for the first time in three years, according to a report released Friday. The Institute for Supply Management, a trade group of purchasing managers, said its index of manufacturing activity fell to 47.8 last month from 49.1 in August."
72,https://www.cnn.com/2019/09/03/business/walmart-ends-handgun-ammo-sales/index.html,"Walmart on Tuesday announced it will reduce its gun and ammunition sales, one month after more than 20 people were killed in a mass shooting at a Walmart in El Paso, Texas. Walmart also pressured Congress to enact gun safety measures.","Walmart on Tuesday said it would stop selling ammunition for handguns and military-style assault rifles, a week after more than 20 people were killed in a mass shooting at a Walmart store in El Paso, Texas.

The retailer will also stop selling handguns in Alaska, the only state where it still sells them"
73,https://www.nytimes.com/2019/09/03/world/americas/hurricane-dorian-bahamas.html,The storm has remained stationary but was expected to turn toward the United States and arrive near Florida by late Tuesday.,"The storm has left at least 20 people dead and has caused ""catastrophic damage"" according to the prime minister. Many people are still missing and the death toll is expected to rise."
74,http://espn.go.com/nfl/story/_/id/27527411/urgency-zeke-talks-rb-flying-back,ESPN's Chris Mortensen and Adam Schefter are reporting that Ezekiel Elliott and the Cowboys are acting with a sense of urgency to finalize a deal in the next 24 hours that would allow the star running back to practice Wednesday and play Week 1.,"ESPN's Chris Mortensen reports that Dallas Cowboys running back Ezekiel Elliott is flying back to the United States from Cabo San Lucas, Mexico, where he has been training during his holdout.

Elliott's return comes amid reports that the two sides are making progress in contract negotiations."
75,https://www.cbsnews.com/video/schools-take-steps-to-protect-students-in-light-of-shootings/,A new article on Slate's website examines the architectural developments schools are putting in place in light of the threat of school shootings. The author of that article Henry Grabar joined CBSN AM to talk about what he found.,"A new study has found that schools are taking more steps to protect students in the wake of school shootings. The study found that schools are increasing security, training staff, and increasing communication with law enforcement."
76,https://www.businessinsider.com/reasons-why-i-always-pay-credit-never-debit-card,"I never pay for things with a debit card because I prefer to use my credit card, where I'm always getting the equivalent of 2% back or more on my purchases. Credit cards also offer better protections, less liability in case of fraud, and more leverage with me…",I never pay with a debit card because I don't want to risk losing all of my money if my card is ever stolen. I also like getting the rewards that come with using a credit card.
77,https://www.irishtimes.com/news/social-affairs/limerick-nursing-home-failed-to-investigate-allegation-of-abuse-1.4006351,Health Information and Quality Authority inspected home after receiving information from third party,The article discusses a case in which a nursing home in Limerick failed to investigate an allegation of abuse. The home has been fined and the resident who made the allegation has been compensated.
78,https://www.cnn.com/2019/09/03/economy/ism-manufacturing-drop/index.html,American manufacturing shrank for the first time in three years this summer.,"The Institute for Supply Management's manufacturing index fell to 49.1 in August, the lowest level since January 2016. The index has been in contraction territory for three straight months.

American manufacturing is in contraction territory for the first time since 2016, according to the Institute for Supply Management's manufacturing index."
79,https://in.reuters.com/article/venezuela-oil-exports-idINKCN1VO1YI,"Venezuela's oil exports fell in August to their lowest level in 2019, internal reports and Refinitiv Eikon data showed, hurt by a halt in purchases by the nation's second largest customer, China National Petroleum Corp (CNPC), following tougher U.S. sanctions.","Venezuela's oil exports have fallen to their lowest level in more than three decades as the country's economic crisis deepens. The decline in exports is a blow to the country's struggling oil industry, which is a key source of revenue for the government."
